US Census 2019 Estimated Population Density in Persons Per Square Mile,,
Data Source: U.S. Bureau of the Census( http://census.gov ),,
Tue Apr 07 19:48:22 2020,,
State,Area,Density_persons_per_square_mile
North Carolina,Burke,178.54
North Carolina,Cabarrus,585.01
North Carolina,Caldwell,173.83
North Carolina,Camden,44.56
North Carolina,Carteret,136.97
North Carolina,Caswell,53.36
North Carolina,Catawba,395.28
North Carolina,Chatham,107.29
North Carolina,Cherokee,62.31
North Carolina,Chowan,81.25
North Carolina,Clay,51.81
North Carolina,Cleveland,210.34
North Carolina,Columbus,59.33
North Carolina,Craven,145.65
North Carolina,Cumberland,509.27
North Carolina,Currituck,103.36
North Carolina,Dare,95.25
North Carolina,Davidson,301.19
North Carolina,Davie,162.06
North Carolina,Duplin,72.24
North Carolina,Durham,1105.58
North Carolina,Edgecombe,102.89
North Carolina,Forsyth,929.60
North Carolina,Franklin,137.37
North Carolina,Gaston,626.41
North Carolina,Gates,33.98
North Carolina,Graham,29.06
North Carolina,Granville,113.00
North Carolina,Greene,78.77
North Carolina,Guilford,826.20
North Carolina,Halifax,69.88
North Carolina,Harnett,225.56
North Carolina,Haywood,111.95
North Carolina,Henderson,313.05
North Carolina,Hertford,66.99
North Carolina,Hoke,140.38
North Carolina,Hyde,8.54
North Carolina,Iredell,310.70
North Carolina,Jackson,88.22
North Carolina,Johnston,256.16
North Carolina,Jones,20.44
North Carolina,Lee,240.93
North Carolina,Lenoir,140.26
North Carolina,Lincoln,283.16
North Carolina,Macon,68.44
North Carolina,Madison,48.40
North Carolina,Martin,49.67
North Carolina,McDowell,103.43
North Carolina,Mecklenburg,2089.27
North Carolina,Mitchell,67.80
North Carolina,Montgomery,55.48
North Carolina,Moore,141.44
North Carolina,Nash,173.96
North Carolina,New Hanover,1208.19
North Carolina,Northampton,36.66
North Carolina,Onslow,259.40
North Carolina,Orange,367.31
North Carolina,Pamlico,37.65
North Carolina,Pasquotank,174.71
North Carolina,Pender,71.34
North Carolina,Perquimans,54.30
North Carolina,Person,100.70
North Carolina,Pitt,275.79
North Carolina,Polk,86.71
North Carolina,Randolph,183.24
North Carolina,Richmond,94.76
North Carolina,Robeson,139.17
North Carolina,Rockingham,160.33
North Carolina,Rowan,276.18
North Carolina,Rutherford,118.18
North Carolina,Sampson,67.28
North Carolina,Scotland,109.07
North Carolina,Stanly,157.10
North Carolina,Stokes,101.26
North Carolina,Surry,134.80
North Carolina,Swain,26.99
North Carolina,Transylvania,90.43
North Carolina,Tyrrell,10.57
North Carolina,Union,372.85
North Carolina,Vance,176.63
North Carolina,Wake,1308.42
North Carolina,Warren,46.13
North Carolina,Washington,34.22
North Carolina,Watauga,179.06
North Carolina,Wayne,222.50
North Carolina,Wilkes,90.86
North Carolina,Wilson,221.62
North Carolina,Yadkin,112.09
North Carolina,Yancey,57.27
North Dakota,Adams,2.32
North Dakota,Barnes,7.07
North Dakota,Benson,5.01
North Dakota,Billings,0.80
North Dakota,Bottineau,3.84
North Dakota,Bowman,2.65
North Dakota,Burke,1.90
North Dakota,Burleigh,58.35
North Dakota,Cass,102.85
North Dakota,Cavalier,2.57
North Dakota,Dickey,4.33
North Dakota,Divide,1.81
North Dakota,Dunn,2.16
North Dakota,Eddy,3.67
North Dakota,Emmons,2.18
North Dakota,Foster,5.07
North Dakota,Golden Valley,0.02
North Dakota,Grand Forks,49.27
North Dakota,Grant,1.43
North Dakota,Griggs,3.15
North Dakota,Hettinger,2.22
North Dakota,Kidder,1.81
North Dakota,LaMoure,3.54
North Dakota,Logan,1.92
North Dakota,McHenry,3.10
North Dakota,McIntosh,2.65
North Dakota,McKenzie,4.94
North Dakota,McLean,4.52
North Dakota,Mercer,7.93
North Dakota,Morton,16.15
North Dakota,Mountrail,5.60
North Dakota,Nelson,2.92
North Dakota,Oliver,2.70
North Dakota,Pembina,6.21
North Dakota,Pierce,4.01
North Dakota,Ramsey,9.69
North Dakota,Ransom,6.07
North Dakota,Renville,2.71
North Dakota,Richland,11.31
North Dakota,Rolette,15.84
North Dakota,Sargent,4.51
North Dakota,Sheridan,1.39
North Dakota,Sioux,3.98
North Dakota,Slope,0.63
North Dakota,Stark,23.22
North Dakota,Steele,2.67
North Dakota,Stutsman,9.41
North Dakota,Towner,2.14
North Dakota,Traill,9.33
North Dakota,Walsh,8.32
North Dakota,Ward,33.65
North Dakota,Wells,3.11
North Dakota,Williams,17.01
Ohio,Adams,47.48
Ohio,Allen,255.06
Ohio,Ashland,127.07
Ohio,Ashtabula,138.87
Ohio,Athens,130.69
Ohio,Auglaize,114.11
Ohio,Belmont,126.86
Ohio,Brown,88.98
Ohio,Butler,819.62
Ohio,Carroll,68.63
Ohio,Champaign,90.34
Ohio,Clark,339.11
Ohio,Clermont,454.45
Ohio,Clinton,102.91
Ohio,Columbiana,193.01
Ohio,Coshocton,64.95
Ohio,Crawford,103.41
Ohio,Cuyahoga,2720.72
Ohio,Darke,85.81
Ohio,Defiance,92.76
Ohio,Delaware,462.19
Ohio,Erie,296.82
Ohio,Fairfield,308.84
Ohio,Fayette,70.54
Ohio,Franklin,2461.07
Ohio,Fulton,104.27
Ohio,Gallia,64.26
Ohio,Geauga,234.90
Ohio,Greene,406.15
Ohio,Guernsey,74.72
Ohio,Hamilton,2014.46
Ohio,Hancock,142.91
Ohio,Hardin,66.93
Ohio,Harrison,37.72
Ohio,Henry,65.11
Ohio,Highland,77.85
Ohio,Hocking,67.37
Ohio,Holmes,103.87
Ohio,Huron,119.03
Ohio,Jackson,77.05
Ohio,Jefferson,161.15
Ohio,Knox,117.78
Ohio,Lake,1005.43
Ohio,Lawrence,132.05
Ohio,Licking,257.56
Ohio,Logan,98.92
Ohio,Lorain,630.01
Ohio,Lucas,1265.67
Ohio,Madison,95.35
Ohio,Mahoning,558.06
Ohio,Marion,161.60
Ohio,Medina,425.06
Ohio,Meigs,53.72
Ohio,Mercer,88.57
Ohio,Miami,261.30
Ohio,Monroe,30.26
Ohio,Montgomery,1153.43
Ohio,Morgan,35.07
Ohio,Morrow,86.46
Ohio,Muskingum,129.69
Ohio,Noble,36.06
Ohio,Ottawa,160.06
Ohio,Paulding,45.05
Ohio,Perry,88.33
Ohio,Pickaway,115.89
Ohio,Pike,63.75
Ohio,Portage,334.28
Ohio,Preble,96.64
Ohio,Putnam,70.00
Ohio,Richland,244.55
Ohio,Ross,111.63
Ohio,Sandusky,144.03
Ohio,Scioto,123.73
Ohio,Seneca,100.19
Ohio,Shelby,119.27
Ohio,Stark,645.87
Ohio,Summit,1312.82
Ohio,Trumbull,321.36
Ohio,Tuscarawas,162.44
Ohio,Union,133.96
Ohio,Van Wert,69.12
Ohio,Vinton,31.86
Ohio,Warren,578.71
Ohio,Washington,95.19
Ohio,Wayne,209.02
Ohio,Williams,87.49
Ohio,Wood,211.76
Ohio,Wyandot,53.91
Oklahoma,Adair,38.48
Oklahoma,Alfalfa,6.64
Oklahoma,Atoka,14.19
Oklahoma,Beaver,2.93
Oklahoma,Beckham,24.08
Oklahoma,Blaine,10.22
Oklahoma,Bryan,52.19
Oklahoma,Caddo,22.68
Oklahoma,Canadian,161.11
Oklahoma,Carter,58.60
Oklahoma,Cherokee,64.99
Oklahoma,Choctaw,19.04
Oklahoma,Cimarron,1.17
Oklahoma,Cleveland,522.78
Oklahoma,Coal,10.68
Oklahoma,Comanche,112.61
Oklahoma,Cotton,9.13
Oklahoma,Craig,18.79
Oklahoma,Creek,75.38
Oklahoma,Custer,29.37
Oklahoma,Delaware,57.90
Oklahoma,Dewey,4.90
Oklahoma,Ellis,3.21
Oklahoma,Garfield,57.55
Oklahoma,Garvin,34.67
Oklahoma,Grady,50.48
Oklahoma,Grant,4.32
Oklahoma,Greer,9.11
Oklahoma,Harmon,4.96
Oklahoma,Harper,3.66
Oklahoma,Haskell,21.97
Oklahoma,Hughes,16.58
Oklahoma,Jackson,31.08
Oklahoma,Jefferson,8.07
Oklahoma,Johnston,17.03
Oklahoma,Kay,48.02
Oklahoma,Kingfisher,17.61
Oklahoma,Kiowa,8.60
Oklahoma,Latimer,14.17
Oklahoma,Le Flore,31.45
Oklahoma,Lincoln,36.67
Oklahoma,Logan,63.58
Oklahoma,Love,19.72
Oklahoma,Major,8.00
Oklahoma,Marshall,45.23
Oklahoma,Mayes,62.72
Oklahoma,McClain,70.06
Oklahoma,McCurtain,17.67
Oklahoma,McIntosh,32.05
Oklahoma,Murray,33.51
Oklahoma,Muskogee,84.33
Oklahoma,Noble,15.42
Oklahoma,Nowata,18.06
Oklahoma,Okfuskee,19.56
Oklahoma,Oklahoma,1118.11
Oklahoma,Okmulgee,54.96
Oklahoma,Osage,20.93
Oklahoma,Ottawa,66.21
Oklahoma,Pawnee,28.84
Oklahoma,Payne,119.78
Oklahoma,Pittsburg,33.61
Oklahoma,Pontotoc,53.09
Oklahoma,Pottawatomie,92.26
Oklahoma,Pushmataha,8.01
Oklahoma,Roger Mills,3.20
Oklahoma,Rogers,136.15
Oklahoma,Seminole,38.84
Oklahoma,Sequoyah,61.14
Oklahoma,Stephens,49.72
Oklahoma,Texas,10.02
Oklahoma,Tillman,8.44
Oklahoma,Tulsa,1137.31
Oklahoma,Wagoner,142.63
Oklahoma,Washington,124.77
Oklahoma,Washita,11.09
Oklahoma,Woods,6.92
Oklahoma,Woodward,16.27
Oregon,Baker,5.22
Oregon,Benton,136.41
Oregon,Clackamas,222.42
Oregon,Clatsop,48.02
Oregon,Columbia,79.59
Oregon,Coos,40.34
Oregon,Crook,8.01
Oregon,Curry,14.01
Oregon,Deschutes,63.62
Oregon,Douglas,21.90
Oregon,Gilliam,1.57
Oregon,Grant,1.58
Oregon,Harney,0.72
Oregon,Hood River,44.87
Oregon,Jackson,78.89
Oregon,Jefferson,13.57
Oregon,Josephine,53.33
Oregon,Klamath,11.38
Oregon,Lake,0.97
Oregon,Lane,83.32
Oregon,Lincoln,50.34
Oregon,Linn,55.67
Oregon,Malheur,3.11
Oregon,Marion,293.82
Oregon,Morrow,5.60
Oregon,Multnomah,1883.23
Oregon,Polk,115.04
Oregon,Sherman,2.07
Oregon,Tillamook,24.30
Oregon,Umatilla,24.11
Oregon,Union,12.99
Oregon,Wallowa,2.25
Oregon,Wasco,11.13
Oregon,Washington,825.24
Oregon,Wheeler,0.80
Oregon,Yamhill,149.47
Pennsylvania,Adams,198.21
Pennsylvania,Allegheny,1668.84
Pennsylvania,Armstrong,99.91
Pennsylvania,Beaver,378.97
Pennsylvania,Bedford,47.59
Pennsylvania,Berks,490.60
Pennsylvania,Blair,232.96
Pennsylvania,Bradford,53.02
Pennsylvania,Bucks,1039.37
Pennsylvania,Butler,237.97
Pennsylvania,Cambria,191.37
Pennsylvania,Cameron,11.34
Pennsylvania,Carbon,168.46
Pennsylvania,Centre,146.84
Pennsylvania,Chester,695.57
Pennsylvania,Clarion,64.54
Pennsylvania,Clearfield,69.35
Pennsylvania,Clinton,43.56
Pennsylvania,Columbia,135.52
Pennsylvania,Crawford,84.03
Pennsylvania,Cumberland,460.92
Pennsylvania,Dauphin,527.91
Pennsylvania,Delaware,3072.30
Pennsylvania,Elk,36.46
Pennsylvania,Erie,340.48
Pennsylvania,Fayette,165.04
Pennsylvania,Forest,17.04
Pennsylvania,Franklin,200.49
Pennsylvania,Fulton,33.19
Pennsylvania,Greene,63.39
Pennsylvania,Huntingdon,51.64
Pennsylvania,Indiana,102.14
Pennsylvania,Jefferson,66.89
Pennsylvania,Juniata,63.12
Pennsylvania,Lackawanna,459.47
Pennsylvania,Lancaster,575.85
Pennsylvania,Lawrence,241.26
Pennsylvania,Lebanon,390.58
Pennsylvania,Lehigh,1066.06
Pennsylvania,Luzerne,356.92
Pennsylvania,Lycoming,92.50
Pennsylvania,Mc Kean,1.61
Pennsylvania,Mercer,164.58
Pennsylvania,Mifflin,112.45
Pennsylvania,Monroe,278.68
Pennsylvania,Montgomery,1715.64
Pennsylvania,Montour,140.05
Pennsylvania,Northampton,824.29
Pennsylvania,Northumberland,198.87
Pennsylvania,Perry,83.67
Pennsylvania,Philadelphia,11797.27
Pennsylvania,Pike,102.64
Pennsylvania,Potter,15.37
Pennsylvania,Schuylkill,182.46
Pennsylvania,Snyder,123.30
Pennsylvania,Somerset,68.83
Pennsylvania,Sullivan,13.49
Pennsylvania,Susquehanna,49.29
Pennsylvania,Tioga,35.95
Pennsylvania,Union,141.74
Pennsylvania,Venango,76.03
Pennsylvania,Warren,44.67
Pennsylvania,Washington,241.95
Pennsylvania,Wayne,70.67
Pennsylvania,Westmoreland,341.05
Pennsylvania,Wyoming,68.07
Pennsylvania,York,495.67
Rhode Island,Bristol,2016.12
Rhode Island,Kent,972.07
Rhode Island,Newport,805.76
Rhode Island,Providence,1553.36
Rhode Island,Washington,383.20
South Carolina,Abbeville,49.94
South Carolina,Aiken,158.22
South Carolina,Allendale,21.82
South Carolina,Anderson,280.85
South Carolina,Bamberg,36.29
South Carolina,Barnwell,38.50
South Carolina,Beaufort,327.54
South Carolina,Berkeley,200.32
South Carolina,Calhoun,38.10
South Carolina,Charleston,442.19
South Carolina,Cherokee,145.11
South Carolina,Chester,55.54
South Carolina,Chesterfield,57.26
South Carolina,Clarendon,55.52
South Carolina,Colleton,35.65
South Carolina,Darlington,119.16
South Carolina,Dillon,75.54
South Carolina,Dorchester,282.54
South Carolina,Edgefield,54.02
South Carolina,Fairfield,32.64
South Carolina,Florence,172.59
South Carolina,Georgetown,76.48
South Carolina,Greenville,654.94
South Carolina,Greenwood,155.57
South Carolina,Hampton,34.56
South Carolina,Horry,303.75
South Carolina,Jasper,44.22
South Carolina,Kershaw,90.27
South Carolina,Lancaster,173.71
South Carolina,Laurens,93.86
South Carolina,Lee,41.79
South Carolina,Lexington,422.08
South Carolina,Marion,63.44
South Carolina,Marlboro,55.01
South Carolina,McCormick,26.20
South Carolina,Newberry,61.14
South Carolina,Oconee,125.09
South Carolina,Orangeburg,78.58
South Carolina,Pickens,251.39
South Carolina,Richland,547.42
South Carolina,Saluda,45.36
South Carolina,Spartanburg,388.60
South Carolina,Sumter,160.15
South Carolina,Union,53.31
South Carolina,Williamsburg,32.76
South Carolina,York,402.72
South Dakota,Aurora,3.95
South Dakota,Beadle,15.00
South Dakota,Bennett,2.93
South Dakota,Bon Homme,12.39
South Dakota,Brookings,44.47
South Dakota,Brown,22.95
South Dakota,Brule,6.40
South Dakota,Buffalo,4.32
South Dakota,Butte,4.54
South Dakota,Campbell,1.88
South Dakota,Charles Mix,8.51
South Dakota,Clark,3.90
South Dakota,Clay,34.08
South Dakota,Codington,40.74
South Dakota,Corson,1.69
South Dakota,Custer,5.60
South Dakota,Davison,45.43
South Dakota,Day,5.35
South Dakota,Deuel,6.96
South Dakota,Dewey,2.56
South Dakota,Douglas,6.80
South Dakota,Edmunds,3.44
South Dakota,Fall River,3.88
South Dakota,Faulk,2.37
South Dakota,Grant,10.49
South Dakota,Gregory,4.15
South Dakota,Haakon,1.06
South Dakota,Hamlin,12.05
South Dakota,Hand,2.27
South Dakota,Hanson,7.77
South Dakota,Harding,0.47
South Dakota,Hughes,23.80
South Dakota,Hutchinson,9.08
South Dakota,Hyde,1.49
South Dakota,Jackson,1.77
South Dakota,Jerauld,3.88
South Dakota,Jones,0.96
South Dakota,Kingsbury,5.91
South Dakota,Lake,23.20
South Dakota,Lawrence,32.17
South Dakota,Lincoln,101.87
South Dakota,Lyman,2.33
South Dakota,Marshall,6.10
South Dakota,McCook,9.66
South Dakota,McPherson,2.12
South Dakota,Meade,8.15
South Dakota,Mellette,1.56
South Dakota,Miner,3.88
South Dakota,Minnehaha,239.05
South Dakota,Moody,12.67
South Dakota,Oglala Lakota,6.83
South Dakota,Pennington,40.24
South Dakota,Perkins,1.02
South Dakota,Potter,2.56
South Dakota,Roberts,9.49
South Dakota,Sanborn,4.27
South Dakota,Shannon,0.00
South Dakota,Spink,4.32
South Dakota,Stanley,2.09
South Dakota,Sully,1.38
South Dakota,Todd,7.41
South Dakota,Tripp,3.40
South Dakota,Turner,13.65
South Dakota,Union,33.90
South Dakota,Walworth,7.88
South Dakota,Yankton,43.88
South Dakota,Ziebach,1.40
Tennessee,Anderson,226.81
Tennessee,Bedford,103.53
Tennessee,Benton,41.04
Tennessee,Bledsoe,36.30
Tennessee,Blount,235.05
Tennessee,Bradley,324.63
Tennessee,Campbell,82.43
Tennessee,Cannon,54.44
Tennessee,Carroll,46.88
Tennessee,Carter,165.13
Tennessee,Cheatham,133.67
Tennessee,Chester,60.46
Tennessee,Claiborne,73.07
Tennessee,Clay,32.62
Tennessee,Cocke,82.02
Tennessee,Coffee,129.85
Tennessee,Crockett,53.96
Tennessee,Cumberland,87.58
Tennessee,Davidson,1375.68
Tennessee,Decatur,35.06
Tennessee,DeKalb,66.15
Tennessee,Dickson,109.10
Tennessee,Dyer,72.84
Tennessee,Fayette,57.47
Tennessee,Fentress,36.53
Tennessee,Franklin,75.55
Tennessee,Gibson,81.37
Tennessee,Giles,48.29
Tennessee,Grainger,82.49
Tennessee,Greene,111.04
Tennessee,Grundy,37.03
Tennessee,Hamblen,400.58
Tennessee,Hamilton,671.66
Tennessee,Hancock,29.46
Tennessee,Hardeman,37.77
Tennessee,Hardin,44.65
Tennessee,Hawkins,116.07
Tennessee,Haywood,32.52
Tennessee,Henderson,53.55
Tennessee,Henry,57.59
Tennessee,Hickman,40.92
Tennessee,Houston,41.26
Tennessee,Humphreys,34.83
Tennessee,Jackson,38.10
Tennessee,Jefferson,196.36
Tennessee,Johnson,59.57
Tennessee,Knox,915.33
Tennessee,Lake,44.70
Tennessee,Lauderdale,54.72
Tennessee,Lawrence,70.87
Tennessee,Lewis,42.84
Tennessee,Lincoln,59.82
Tennessee,Loudon,231.40
Tennessee,Macon,79.00
Tennessee,Madison,175.18
Tennessee,Marion,57.35
Tennessee,Marshall,89.71
Tennessee,Maury,153.86
Tennessee,McMinn,123.88
Tennessee,McNairy,45.90
Tennessee,Meigs,63.06
Tennessee,Monroe,72.91
Tennessee,Montgomery,381.98
Tennessee,Moore,49.61
Tennessee,Morgan,41.32
Tennessee,Obion,55.55
Tennessee,Overton,50.91
Tennessee,Perry,19.44
Tennessee,Pickett,31.18
Tennessee,Polk,38.88
Tennessee,Putnam,196.56
Tennessee,Rhea,104.78
Tennessee,Roane,147.30
Tennessee,Robertson,149.09
Tennessee,Rutherford,524.63
Tennessee,Scott,41.40
Tennessee,Sequatchie,55.96
Tennessee,Sevier,165.22
Tennessee,Shelby,1225.53
Tennessee,Smith,63.45
Tennessee,Stewart,29.49
Tennessee,Sullivan,381.37
Tennessee,Sumner,353.47
Tennessee,Tipton,134.34
Tennessee,Trousdale,96.31
Tennessee,Unicoi,95.46
Tennessee,Union,88.06
Tennessee,Van Buren,21.08
Tennessee,Warren,94.48
Tennessee,Washington,393.91
Tennessee,Wayne,22.56
Tennessee,Weakley,57.58
Tennessee,White,71.96
Tennessee,Williamson,397.57
Tennessee,Wilson,246.24
Texas,Anderson,54.64
Texas,Andrews,12.08
Texas,Angelina,109.17
Texas,Aransas,94.39
Texas,Archer,9.73
Texas,Armstrong,2.08
Texas,Atascosa,41.25
Texas,Austin,46.39
Texas,Bailey,8.50
Texas,Bandera,28.85
Texas,Bastrop,97.92
Texas,Baylor,4.13
Texas,Bee,37.02
Texas,Bell,338.26
Texas,Bexar,1601.25
Texas,Blanco,16.50
Texas,Borden,0.72
Texas,Bosque,19.01
Texas,Bowie,106.58
Texas,Brazoria,271.55
Texas,Brazos,386.87
Texas,Brewster,1.50
Texas,Briscoe,1.68
Texas,Brooks,7.54
Texas,Brown,40.15
Texas,Burleson,27.90
Texas,Burnet,47.82
Texas,Caldwell,79.32
Texas,Calhoun,42.54
Texas,Callahan,15.56
Texas,Cameron,475.43
Texas,Camp,66.55
Texas,Carson,6.53
Texas,Cass,32.15
Texas,Castro,8.57
Texas,Chambers,71.09
Texas,Cherokee,49.95
Texas,Childress,10.47
Texas,Clay,9.60
Texas,Cochran,3.66
Texas,Coke,3.70
Texas,Coleman,6.65
Texas,Collin,1194.61
Texas,Collingsworth,3.23
Texas,Colorado,22.09
Texas,Comal,265.17
Texas,Comanche,14.43
Texas,Concho,4.35
Texas,Cooke,46.38
Texas,Coryell,71.10
Texas,Cottle,1.54
Texas,Crane,6.11
Texas,Crockett,1.25
Texas,Crosby,6.42
Texas,Culberson,0.58
Texas,Dallam,4.79
Texas,Dallas,3023.65
Texas,Dawson,14.02
Texas,Deaf Smith,12.53
Texas,Delta,20.83
Texas,Denton,976.68
Texas,DeWitt,22.21
Texas,Dickens,2.49
Texas,Dimmit,7.76
Texas,Donley,3.58
Texas,Duval,6.25
Texas,Eastland,19.78
Texas,Ector,180.58
Texas,Edwards,0.91
Texas,El Paso,829.76
Texas,Ellis,191.77
Texas,Erath,39.19
Texas,Falls,22.65
Texas,Fannin,39.61
Texas,Fayette,26.69
Texas,Fisher,4.27
Texas,Floyd,5.88
Texas,Foard,1.70
Texas,Fort Bend,914.24
Texas,Franklin,37.86
Texas,Freestone,22.57
Texas,Frio,17.48
Texas,Gaines,13.91
Texas,Galveston,891.77
Texas,Garza,7.36
Texas,Gillespie,25.33
Texas,Glasscock,1.54
Texas,Goliad,8.90
Texas,Gonzales,19.52
Texas,Gray,23.65
Texas,Grayson,143.64
Texas,Gregg,452.51
Texas,Grimes,36.01
Texas,Guadalupe,230.15
Texas,Hale,33.67
Texas,Hall,3.43
Texas,Hamilton,10.15
Texas,Hansford,5.94
Texas,Hardeman,5.64
Texas,Hardin,64.23
Texas,Harris,2753.93
Texas,Harrison,74.14
Texas,Hartley,3.84
Texas,Haskell,6.44
Texas,Hays,328.35
Texas,Hemphill,4.22
Texas,Henderson,94.19
Texas,Hidalgo,551.27
Texas,Hill,37.91
Texas,Hockley,25.30
Texas,Hood,143.89
Texas,Hopkins,47.97
Texas,Houston,18.82
Texas,Howard,40.47
Texas,Hudspeth,1.05
Texas,Hunt,114.82
Texas,Hutchinson,23.89
Texas,Irion,1.45
Texas,Jack,9.71
Texas,Jackson,17.93
Texas,Jasper,38.22
Texas,Jeff Davis,0.99
Texas,Jefferson,290.97
Texas,Jim Hogg,4.62
Texas,Jim Wells,47.18
Texas,Johnson,236.35
Texas,Jones,21.34
Texas,Karnes,20.94
Texas,Kaufman,164.75
Texas,Kendall,68.90
Texas,Kenedy,0.30
Texas,Kent,0.80
Texas,Kerr,47.50
Texas,Kimble,3.49
Texas,King,0.30
Texas,Kinney,2.77
Texas,Kleberg,35.32
Texas,Knox,4.29
Texas,La Salle,5.07
Texas,Lamar,54.81
Texas,Lamb,12.95
Texas,Lampasas,29.78
Texas,Lavaca,20.74
Texas,Lee,27.26
Texas,Leon,16.09
Texas,Liberty,74.52
Texas,Limestone,25.98
Texas,Lipscomb,3.60
Texas,Live Oak,11.70
Texas,Llano,23.17
Texas,Loving,0.23
Texas,Lubbock,343.25
Texas,Lynn,6.59
Texas,Madison,30.94
Texas,Marion,26.07
Texas,Martin,6.29
Texas,Mason,4.61
Texas,Matagorda,33.44
Texas,Maverick,45.71
Texas,McCulloch,7.50
Texas,McLennan,245.49
Texas,McMullen,0.66
Texas,Medina,38.42
Texas,Menard,2.37
Texas,Midland,191.68
Texas,Milam,24.71
Texas,Mills,6.58
Texas,Mitchell,8.94
Texas,Montague,21.05
Texas,Montgomery,566.95
Texas,Moore,23.88
Texas,Morris,48.97
Texas,Motley,1.25
Texas,Nacogdoches,69.42
Texas,Navarro,49.09
Texas,Newton,14.72
Texas,Nolan,16.17
Texas,Nueces,432.14
Texas,Ochiltree,10.84
Texas,Oldham,1.42
Texas,Orange,250.37
Texas,Palo Pinto,30.31
Texas,Panola,28.53
Texas,Parker,153.11
Texas,Parmer,11.20
Texas,Pecos,3.29
Texas,Polk,47.33
Texas,Potter,131.71
Texas,Presidio,1.80
Texas,Rains,52.99
Texas,Randall,149.43
Texas,Reagan,3.18
Texas,Real,4.97
Texas,Red River,11.66
Texas,Reeves,5.96
Texas,Refugio,9.13
Texas,Roberts,0.98
Texas,Robertson,20.21
Texas,Rockwall,791.89
Texas,Runnels,9.74
Texas,Rusk,58.93
Texas,Sabine,21.54
Texas,San Augustine,15.51
Texas,San Jacinto,50.45
Texas,San Patricio,96.47
Texas,San Saba,5.33
Texas,Schleicher,2.21
Texas,Scurry,18.63
Texas,Shackelford,3.56
Texas,Shelby,31.95
Texas,Sherman,3.34
Texas,Smith,249.84
Texas,Somervell,48.35
Texas,Starr,52.75
Texas,Stephens,10.52
Texas,Sterling,1.42
Texas,Stonewall,1.49
Texas,Sutton,2.58
Texas,Swisher,8.38
Texas,Tarrant,2414.06
Texas,Taylor,150.34
Texas,Terrell,0.35
Texas,Terry,13.82
Texas,Throckmorton,1.66
Texas,Titus,81.35
Texas,Tom Green,77.65
Texas,Travis,1258.52
Texas,Trinity,21.25
Texas,Tyler,23.47
Texas,Upshur,70.77
Texas,Upton,2.96
Texas,Uvalde,17.30
Texas,Val Verde,15.65
Texas,Van Zandt,66.49
Texas,Victoria,104.34
Texas,Walker,92.42
Texas,Waller,103.51
Texas,Ward,14.03
Texas,Washington,58.11
Texas,Webb,82.08
Texas,Wharton,38.32
Texas,Wheeler,5.68
Texas,Wichita,210.43
Texas,Wilbarger,13.20
Texas,Willacy,36.43
Texas,Williamson,506.75
Texas,Wilson,62.49
Texas,Winkler,9.18
Texas,Wise,75.53
Texas,Wood,69.94
Texas,Yoakum,10.74
Texas,Young,19.73
Texas,Zapata,14.21
Texas,Zavala,9.24
Utah,Beaver,2.55
Utah,Box Elder,9.56
Utah,Cache,109.10
Utah,Carbon,13.70
Utah,Daggett,1.41
Utah,Davis,1176.02
Utah,Duchesne,6.17
Utah,Emery,2.24
Utah,Garfield,0.98
Utah,Grand,2.66
Utah,Iron,16.01
Utah,Juab,3.41
Utah,Kane,1.93
Utah,Millard,1.92
Utah,Morgan,19.77
Utah,Piute,1.91
Utah,Rich,2.39
Utah,Salt Lake,1553.27
Utah,San Juan,1.98
Utah,Sanpete,19.26
Utah,Sevier,11.27
Utah,Summit,22.42
Utah,Tooele,10.07
Utah,Uintah,7.91
Utah,Utah,310.47
Utah,Wasatch,28.24
Utah,Washington,70.73
Utah,Wayne,1.09
Utah,Weber,444.86
Vermont,Addison,48.25
Vermont,Bennington,52.79
Vermont,Caledonia,46.69
Vermont,Chittenden,306.70
Vermont,Essex,9.42
Vermont,Franklin,77.94
Vermont,Grand Isle,86.66
Vermont,Lamoille,55.14
Vermont,Orange,42.21
Vermont,Orleans,38.79
Vermont,Rutland,63.10
Vermont,Washington,84.62
Vermont,Windham,54.43
Vermont,Windsor,57.02
Virginia,Accomack,72.14
Virginia,Albemarle,150.90
Virginia,Alexandria city,10752.18
Virginia,Alleghany,33.39
Virginia,Amelia,36.62
Virginia,Amherst,66.81
Virginia,Appomattox,47.40
Virginia,Arlington,9135.42
Virginia,Augusta,78.03
Virginia,Bath,8.11
Virginia,Bedford city,0.00
Virginia,Bedford,103.60
Virginia,Bland,17.60
Virginia,Botetourt,61.48
Virginia,Bristol city,1277.67
Virginia,Brunswick,28.94
Virginia,Buchanan,42.20
Virginia,Buckingham,29.33
Virginia,Buena Vista city,968.48
Virginia,Campbell,109.24
Virginia,Caroline,58.32
Virginia,Carroll,62.43
Virginia,Charles City,37.95
Virginia,Charlotte,25.12
Virginia,Charlottesville city,4694.34
Virginia,Chesapeake city,716.77
Virginia,Chesterfield,822.92
Virginia,Clarke,82.55
Virginia,Colonial Heights city,2371.41
Virginia,Covington city,998.17
Virginia,Craig,15.43
Virginia,Culpeper,136.76
Virginia,Cumberland,32.97
Virginia,Danville city,950.77
Virginia,Dickenson,43.95
Virginia,Dinwiddie,56.62
Virginia,Emporia city,742.17
Virginia,Essex,42.47
